date,mv_gross_nav_no_trading_cost,mv_net_nav_no_trading_cost,mv_no_trading_cost,mv_constraints_gross_no_trading_cost,mv_constraints_net_no_trading_cost,mv__no_trading_cost,mi_constraints_gross_no_trading_cost,mi_constraints_net_no_trading_cost,mi_no_trading_cost,ew_gross_nav_no_trading_cost,ew_net_nav_no_trading_cost,ew_no_trading_cost,capm_constraints_gross_no_trading_cost,capm_constraints_net_no_trading_cost,capm_no_trading_cost,mv_gross_nav,mv_net_nav,mv,mv_constraints_gross,mv_constraints_net,mv_,mi_constraints_gross,mi_constraints_net,mi,ew_gross_nav,ew_net_nav,ew,capm_constraints_gross,capm_constraints_net,capm
3/5/2017,23473716,23079670,104142454.3,20466366,20107740,104552004.4,16265468,15876322,102559614,1657799,1622316,105382469.1,25832573,25458081,104683405.9,30331126,29943651,103933960.4,27591964,27261739,105193577.1,28823955,28479464,105424323.7,30331126,29943651,103933960.4,28823955,28479464,105424323.7
3/6/2017,23557302,23163255,103506101.8,20462764,20104139,103949888.8,16310132,15920987,101905927.7,1709617,1674135,104775246.8,25739708,25365215,104088767,30454609,30067134,103323412.8,27561529,27231304,104580243.3,28770385,28425894,104814492.4,30454609,30067134,103323412.8,28770385,28425894,104814492.4
3/7/2017,23634878,23240831,102855211.2,20514727,20156101,103344495.4,16375023,15985878,101285319.9,2018942,1983459,104106664.3,25699503,25325010,103432300.9,30614708,30227233,102709973.7,27630065,27299840,103980624.1,28835932,28491441,104207112.8,30614708,30227233,102709973.7,28835932,28491441,104207112.8
3/8/2017,23730444,23336397,102351445.8,20558747,20200121,102979962.6,16426283,16037138,100795201.5,2570874,2535391,103322185.3,25641683,25267191,102981042.1,30660379,30272904,102243934.1,27466095,27135870,103589432.3,28764999,28420507,103854825.6,30660379,30272904,102243934.1,28764999,28420507,103854825.6
3/9/2017,23813633,23419587,102223073.4,20642993,20284368,102692930.2,16483137,16093992,100494683.3,2813455,2777972,103394644.4,25653687,25279194,102757889,30713541,30326066,102077019,27616921,27286696,103381351.6,28923599,28579108,103636517.7,30713541,30326066,102077019,28923599,28579108,103636517.7
3/10/2017,23957402,23563355,102573318.3,20733618,20374993,103219187.4,16560318,16171173,100864303.5,3065030,3029547,103565825.3,25732345,25357853,103268965,30828862,30441387,102424361.2,27708968,27378743,103869240.2,29009431,28664940,104102127.1,30828862,30441387,102424361.2,29009431,28664940,104102127.1
3/11/2017,23957402,23563355,102573318.3,20733618,20374993,103219187.4,16560318,16171173,100864303.5,3065030,3029547,103565825.3,25732345,25357853,103268965,30828862,30441387,102424361.2,27708968,27378743,103869240.2,29009431,28664940,104102127.1,30828862,30441387,102424361.2,29009431,28664940,104102127.1
3/12/2017,23957402,23563355,102573318.3,20733618,20374993,103219187.4,16560318,16171173,100864303.5,3065030,3029547,103565825.3,25732345,25357853,103268965,30828862,30441387,102424361.2,27708968,27378743,103869240.2,29009431,28664940,104102127.1,30828862,30441387,102424361.2,29009431,28664940,104102127.1
3/13/2017,24070267,23676220,102788582.4,20800485,20441860,103410715.7,16604310,16215164,101092125.4,3074714,3039231,103834518.5,25796080,25421587,103427422,30877642,30490167,102733737.1,27836462,27506237,104075550.2,29152011,28807520,104335677.8,30877642,30490167,102733737.1,29152011,28807520,104335677.8
3/14/2017,24140008,23745961,102325675.9,20831422,20472797,102869351.9,16650471,16261326,100717722.3,3177314,3141831,103230862.7,25773944,25399451,102884136.1,30897901,30510426,102189965.1,27878466,27548241,103482484.3,29190245,28845754,103734536.1,30897901,30510426,102189965.1,29190245,28845754,103734536.1
3/15/2017,24279866,23885820,103692814,20996119,20637493,104214671.5,16727012,16337867,102005059.2,3191914,3156431,104835752.5,25970397,25595905,104266751.1,31173491,30786016,103568543.1,28152259,27822034,104824113.4,29440099,29095608,105068594.7,31173491,30786016,103568543.1,29440099,29095608,105068594.7
3/16/2017,24391119,23997073,103800151.2,20946835,20588210,104047599.1,16787010,16397865,102061617,3422475,3386992,104791293.6,25992639,25618147,104129941.4,31260403,30872928,103642528.6,28050904,27720679,104662643.2,29333416,28988925,104924641.5,31260403,30872928,103642528.6,29333416,28988925,104924641.5
3/17/2017,24482992,24088946,104398270.9,21014635,20656010,104320977.6,16837011,16447866,102563475.7,3334872,3299389,105180451.4,26009404,25634911,104325077.3,31422286,31034811,104098004.2,28198247,27868022,104956939,29418230,29073739,105176615.7,31422286,31034811,104098004.2,29418230,29073739,105176615.7
3/18/2017,24482992,24088946,104398270.9,21014635,20656010,104320977.6,16837011,16447866,102563475.7,3334872,3299389,105180451.4,26009404,25634911,104325077.3,31422286,31034811,104098004.2,28198247,27868022,104956939,29418230,29073739,105176615.7,31422286,31034811,104098004.2,29418230,29073739,105176615.7
3/19/2017,24482992,24088946,104398270.9,21014635,20656010,104320977.6,16837011,16447866,102563475.7,3334872,3299389,105180451.4,26009404,25634911,104325077.3,31422286,31034811,104098004.2,28198247,27868022,104956939,29418230,29073739,105176615.7,31422286,31034811,104098004.2,29418230,29073739,105176615.7
3/20/2017,24591640,24197593,104051600.9,21058195,20699569,104027904.5,16851403,16462258,102085429.8,4052835,4017353,105348145.3,26041659,25667166,103997288.8,31621912,31234437,103999831.9,28325247,27995022,104818024.4,29622466,29277975,105096726.5,31621912,31234437,103999831.9,29622466,29277975,105096726.5
3/21/2017,24606305,24212258,101670326.4,21017385,20658760,102008497.1,16866831,16477686,99820761.55,4189172,4153690,102780596.6,25766351,25391858,101961163.8,31465297,31077822,101697292.2,28310505,27980280,102744635.5,29563294,29218803,102970369.2,31465297,31077822,101697292.2,29563294,29218803,102970369.2
3/22/2017,24681022,24286976,101837247.5,21091288,20732663,102263756.6,16913578,16524432,99811534.13,4333001,4297518,103064853.2,25825394,25450901,102229428.9,31544748,31157273,101887862.2,28457456,28127231,103097473.2,29733110,29388619,103342503.6,31544748,31157273,101887862.2,29733110,29388619,103342503.6
3/23/2017,24809050,24415003,102396134.8,21131630,20773005,102473610.7,16980597,16591452,100296800.7,4595029,4559546,103714638.1,25871367,25496875,102449335,31764570,31377095,102499843.1,28523443,28193218,103348605.2,29780740,29436249,103591941.4,31764570,31377095,102499843.1,29780740,29436249,103591941.4
3/24/2017,24913857,24519810,102476537.1,21119157,20760532,102444556.6,17029725,16640580,100308694.7,4796132,4760649,103862931.4,25880459,25505967,102441736.6,31878588,31491113,102575501,28542864,28212639,103324703.4,29793530,29449039,103557688.6,31878588,31491113,102575501,29793530,29449039,103557688.6
3/25/2017,24913857,24519810,102476537.1,21119157,20760532,102444556.6,17029725,16640580,100308694.7,4796132,4760649,103862931.4,25880459,25505967,102441736.6,31878588,31491113,102575501,28542864,28212639,103324703.4,29793530,29449039,103557688.6,31878588,31491113,102575501,29793530,29449039,103557688.6
3/26/2017,24913857,24519810,102476537.1,21119157,20760532,102444556.6,17029725,16640580,100308694.7,4796132,4760649,103862931.4,25880459,25505967,102441736.6,31878588,31491113,102575501,28542864,28212639,103324703.4,29793530,29449039,103557688.6,31878588,31491113,102575501,29793530,29449039,103557688.6
3/27/2017,24984179,24590132,102609458.3,21186038,20827413,102371945.2,17077913,16688768,100301024.7,5075040,5039557,104094569.3,25902414,25527922,102356764.3,31979498,31592023,102681349.4,28620767,28290542,103313617.5,29907695,29563204,103571807.7,31979498,31592023,102681349.4,29907695,29563204,103571807.7
3/28/2017,25134058,24740011,103442986.8,21277044,20918419,103180538.2,17166631,16777486,101072559.1,5121210,5085727,105096938.9,26021291,25646798,103210095.6,32309572,31922097,103503468.8,28853943,28523719,104162462.3,30167121,29822630,104425649.3,32309572,31922097,103503468.8,30167121,29822630,104425649.3
3/29/2017,25279585,24885538,103924984,21380652,21022026,103575263.8,17226177,16837032,101397869.5,5583992,5548509,105494935.8,26119016,25744523,103479364.8,32558827,32171352,104011614.8,29003740,28673515,104553033.7,30332357,29987866,104833213.9,32558827,32171352,104011614.8,30332357,29987866,104833213.9
3/30/2017,25407943,25013896,104423767.2,21436783,21078158,103963198.8,17302870,16913724,102020080.2,5651194,5615711,105756781.9,26159780,25785288,103886049.6,32661551,32274076,104468530.3,29093277,28763052,104933544.9,30410483,30065992,105247871.6,32661551,32274076,104468530.3,30410483,30065992,105247871.6
3/31/2017,20592532.22,20333521.35,104488217.3,19228841.4,19054799.74,103919023.5,15356298.61,15161402.67,102072231.9,614442.714,318162.8454,106049021.5,85962120.21,85603561.08,104023975.2,20601120.1,-7828443.164,76362575.44,19716951.67,11675322.83,97016623.79,20872843.56,11828734.87,96332493.95,607793.632,-43619217.41,60823090.45,11246518.45,-8886687.26,85312864.39
4/1/2017,20592532.22,20333521.35,104488217.3,19228841.4,19054799.74,103919023.5,15356298.61,15161402.67,102072231.9,614442.714,318162.8454,106049021.5,85962120.21,85603561.08,104023975.2,20601120.1,-7828443.164,76362575.44,19716951.67,11675322.83,97016623.79,20872843.56,11828734.87,96332493.95,607793.632,-43619217.41,60823090.45,11246518.45,-8886687.26,85312864.39
4/2/2017,20592532.22,20333521.35,104488217.3,19228841.4,19054799.74,103919023.5,15356298.61,15161402.67,102072231.9,614442.714,318162.8454,106049021.5,85962120.21,85603561.08,104023975.2,20601120.1,-7828443.164,76362575.44,19716951.67,11675322.83,97016623.79,20872843.56,11828734.87,96332493.95,607793.632,-43619217.41,60823090.45,11246518.45,-8886687.26,85312864.39
4/3/2017,20674429,20415418,103279143.2,19214528,19040487,102985243.3,15436929,15242033,101009172,794200,497920,104689029.8,85545905,85187346,103298677.5,20683065,-7746498,75152975.55,19702749,11661121,96088125.41,20897891,11853782,95358272.16,785355,-43441656,59479676.81,11228163,-8905043,84246026.46
4/4/2017,20853169,20594158,103137541.6,19194996,19020955,102951345.1,15481558,15286662,100876183.5,914817,618537,104433712.5,85835206,85476647,103695878.7,20861891,-7567673,75011313.44,19777808,11736179,96019776.16,20892142,11848033,95263974.31,904504,-43322507,59227477.81,11200050,-8933156,84097819.26
4/5/2017,21201941,20942930,102042182.1,19268245,19094204,102154365.9,15670036,15475140,99962867.32,1635271,1338991,103256854.3,85500943,85142384,103097482.9,21210805,-7218758,73915479.52,19817340,11775711,95251298.09,20934219,11890111,94384119.37,1616180,-42610831,58064958.61,11069843,-9063362,83125886
4/6/2017,21091317,20832306,102566226.3,19231124,19057082,102826312.6,15610901,15416005,100579812,1376764,1080485,103817038.2,86030216,85671657,103785909.1,21100123,-7329440,74439742.4,19819318,11777689,95909815.41,20820709,11776601,95007618.96,1360819,-42866192,58618306.6,11175347,-8957859,83811621.35
4/7/2017,21177161,20918150,102541203.3,19264196,19090154,102700323.7,15689985,15495089,100578791.4,1530623,1234343,103729050.9,85894341,85535782,103521301.9,21186004,-7243559,74414702.73,19824613,11782984,95775238.32,20818420,11774311,94871887.05,1512798,-42714213,58531386.47,11228552,-8904654,83791905.85
4/8/2017,21177161,20918150,102541203.3,19264196,19090154,102700323.7,15689985,15495089,100578791.4,1530623,1234343,103729050.9,85894341,85535782,103521301.9,21186004,-7243559,74414702.73,19824613,11782984,95775238.32,20818420,11774311,94871887.05,1512798,-42714213,58531386.47,11228552,-8904654,83791905.85
4/9/2017,21177161,20918150,102541203.3,19264196,19090154,102700323.7,15689985,15495089,100578791.4,1530623,1234343,103729050.9,85894341,85535782,103521301.9,21186004,-7243559,74414702.73,19824613,11782984,95775238.32,20818420,11774311,94871887.05,1512798,-42714213,58531386.47,11228552,-8904654,83791905.85
4/10/2017,21180487,20921477,102785888.6,19253732,19079690,103034853.8,15717539,15522643,100692336.7,1635840,1339560,103973653.2,86350471,85991912,103969325.7,21189334,-7240229,74659494.04,19886115,11844486,96107376.03,20787108,11742999,95196230.58,1616741,-42610270,58773012.07,11126053,-9007152,83925775.01
4/11/2017,21229946,20970935,103505897.2,19298556,19124514,103424617.4,15725526,15530630,101298547.6,1766017,1469737,104734926.2,86627607,86269048,104377084.1,21238821,-7190743,75379823.14,19933262,11891633,96502749.8,20848418,11804310,95688136.45,1745326,-42481685,59525003.94,11150133,-8983072,84502410.26
4/12/2017,21381320,21122309,102209293.7,19299368,19125326,102220903,15781264,15586368,100112413.3,1887173,1590894,103238647.8,86304116,85945557,103386622.5,21390259,-7039305,74082659.48,19940865,11899236,95339799.08,20855922,11811814,94469999.12,1864997,-42362014,58046947.01,11012013,-9121193,83282781.42
4/13/2017,21554589,21295578,101363059.7,19304616,19130575,101272547.8,15800188,15605292,99180699.91,2161820,1865540,102221144.6,85602663,85244103,102197246.9,21563601,-6865962,73236061.63,19894951,11853323,94387474.12,20907768,11863660,93566658.37,2136290,-42090721,57041831.23,10817739,-9315466,82266680.87
4/14/2017,21554589,21295578,101363059.7,19304616,19130575,101272547.8,15800188,15605292,99180699.91,2161820,1865540,102221144.6,85602663,85244103,102197246.9,21563601,-6865962,73236061.63,19894951,11853323,94387474.12,20907768,11863660,93566658.37,2136290,-42090721,57041831.23,10817739,-9315466,82266680.87
4/15/2017,21554589,21295578,101363059.7,19304616,19130575,101272547.8,15800188,15605292,99180699.91,2161820,1865540,102221144.6,85602663,85244103,102197246.9,21563601,-6865962,73236061.63,19894951,11853323,94387474.12,20907768,11863660,93566658.37,2136290,-42090721,57041831.23,10817739,-9315466,82266680.87
4/16/2017,21554589,21295578,101363059.7,19304616,19130575,101272547.8,15800188,15605292,99180699.91,2161820,1865540,102221144.6,85602663,85244103,102197246.9,21563601,-6865962,73236061.63,19894951,11853323,94387474.12,20907768,11863660,93566658.37,2136290,-42090721,57041831.23,10817739,-9315466,82266680.87
4/17/2017,21924491,21665480,102502172.9,19571134,19397092,102282969.1,15993834,15798938,100223775.5,2444972,2148693,103276314.6,86360715,86002156,103255067.4,21933663,-6495901,74375656.89,20138569,12096940,95420565.15,21225208,12181099,94613018.53,2416008,-41811003,58084156.15,11072502,-9060704,83374705.53
4/18/2017,21641511,21382500,102126327.3,19704580,19530538,102182774.8,16062681,15867785,100181412.9,2572903,2276623,102830268.1,86166068,85807509,103031334.1,21650578,-6778985,73999630.61,20251437,12209808,95301705.73,21275858,12231749,94516293.68,2542377,-41684634,57643542.64,11130874,-9002332,83361784.69
4/19/2017,22085548,21826538,102707909.9,19793076,19619034,102418883,16129926,15935030,100476619.3,2686307,2390027,103164202,86144991,85786432,102979569.3,22094810,-6334753,74581464.74,20274095,12232466,95552224.54,21385516,12341407,94773734.56,2654403,-41572608,57973409.43,11073254,-9059951,83632999.11
4/20/2017,22161281,21902270,103955469.9,19864841,19690799,103538020.7,16219278,16024382,101725232.6,2746161,2449881,104625664.8,86536828,86178269,103884239.4,22170575,-6258988,75829563.37,20300080,12258452,96616608.08,21501558,12457449,95908729.8,2713534,-41513477,59417062.57,11299045,-8834160,84921621.83
4/21/2017,22447621,22188610,103710635.3,19873005,19698963,103137055.7,16375634,16180738,101493984.7,3093315,2797035,104425971.1,86443182,86084623,103622407.8,22457039,-5972525,75584632.5,20343924,12302295,96226397.42,21621125,12577017,95469801.36,3056456,-41170555,59219793.72,11320075,-8813131,84694072.56
4/22/2017,22447621,22188610,103710635.3,19873005,19698963,103137055.7,16375634,16180738,101493984.7,3093315,2797035,104425971.1,86443182,86084623,103622407.8,22457039,-5972525,75584632.5,20343924,12302295,96226397.42,21621125,12577017,95469801.36,3056456,-41170555,59219793.72,11320075,-8813131,84694072.56
4/23/2017,22447621,22188610,103710635.3,19873005,19698963,103137055.7,16375634,16180738,101493984.7,3093315,2797035,104425971.1,86443182,86084623,103622407.8,22457039,-5972525,75584632.5,20343924,12302295,96226397.42,21621125,12577017,95469801.36,3056456,-41170555,59219793.72,11320075,-8813131,84694072.56
4/24/2017,22908101,22649090,105200560.8,20174627,20000586,104377638.1,16565551,16370655,102863002.9,3418950,3122670,105893589.1,87174488,86815929,104395331.1,22917720,-5511844,77075187.46,20570032,12528404,97484577.83,21940461,12896353,96689974.13,3378132,-40848879,60669537.07,11557309,-8575897,86140492.12
4/25/2017,22974733,22715723,105988329.6,20299206,20125165,105217601.9,16608508,16413612,103657697.3,3441934,3145654,106855204.9,87842192,87483633,105064378.3,22984393,-5445171,77863290.28,20692442,12650813,98328763.28,22146316,13102207,97617761.12,3400834,-40826177,61619454.47,11671948,-8461257,86960985.88
4/26/2017,23194337,22935326,106716881.9,20382235,20208194,105364571.5,16729992,16535096,104152807.6,3872082,3575802,107507192,87829523,87470964,105127780,23204093,-5225470,78592151.84,20747527,12705898,98479890.04,22227372,13183264,97822441.3,3825745,-40401266,62263493.11,11774535,-8358670,87450575.13
4/27/2017,23679407,23420396,106492047.5,20848906,20674864,105320854.9,17068952,16874056,103893009.2,4354790,4058510,106933576,87926524,87567965,105095757.1,23689359,-4740204,78367207.72,21171524,13129895,98460059.25,22712593,13668484,97724203.7,4302580,-39924431,61696873.62,11628958,-8504248,87144514.38
4/28/2017,23849610,23590599,105913249.4,21006118,20832077,104687072.9,17210536,17015640,103247223.7,4802293,4506014,106470563.6,87258168,86899609,104389104.6,23859636,-4569927,77788153.02,21298989,13257361,97873959.57,23004285,13960176,97111865.49,4744630,-39482381,61239519.81,11377624,-8755582,86375026.11
4/29/2017,23849610,23590599,105913249.4,21006118,20832077,104687072.9,17210536,17015640,103247223.7,4802293,4506014,106470563.6,87258168,86899609,104389104.6,23859636,-4569927,77788153.02,21298989,13257361,97873959.57,23004285,13960176,97111865.49,4744630,-39482381,61239519.81,11377624,-8755582,86375026.11
4/30/2017,23849610,23590599,105913249.4,21006118,20832077,104687072.9,17210536,17015640,103247223.7,4802293,4506014,106470563.6,87258168,86899609,104389104.6,23859636,-4569927,77788153.02,21298989,13257361,97873959.57,23004285,13960176,97111865.49,4744630,-39482381,61239519.81,11377624,-8755582,86375026.11
5/1/2017,24015164,23756153,106307211.1,21142205,20968163,104819745.1,17354363,17159467,103477498.6,5122888,4826608,106852941.1,87241727,86883168,104390456.9,24025263,-4404301,78182279.44,21433277,13391648,98008594.05,23211849,14167741,97238695.51,5061334,-39165677,61617251.69,11278636,-8854569,86560880.32
5/2/2017,24284859,24025848,105965113.4,21277577,21103535,104813595.7,17559249,17364353,103340888.6,5465032,5168752,106508910.1,86866526,86507967,103985319.5,24295061,-4134502,77840036.61,21512207,13470578,97974373,23370782,14326673,97193219.81,5399312,-38827699,61277411.05,11180250,-8952956,86370304.09
5/3/2017,24721494,24462483,105680894.4,21413924,21239882,104455003.5,17823019,17628123,103082104.9,6047174,5750895,106126232.4,86473892,86115333,103420784.2,24731880,-3697683,77555694.25,21639876,13598247,97604238.69,23709878,14665770,96948209.11,5974358,-38252653,60899389.4,11079730,-9053476,86065724.85
5/4/2017,24919128,24660118,105194985.7,21658237,21484195,104369376.2,18017956,17823060,103039713.2,6047667,5751387,105546929.3,86297599,85939040,102906021.2,24929596,-3499967,77069576.26,21769723,13728094,97521688.39,23919915,14875806,96780641.58,5974847,-38252164,60327146.12,11106900,-9026306,86043750.28
5/5/2017,24974625,24715615,105819518.4,21929305,21755264,105177540.3,18242168,18047272,103598969.7,6565516,6269236,106603647.3,86760399,86401840,104161668.2,24985105,-3444458,77694364.59,22126432,14084804,98363652.38,24109872,15065763,97686722.01,6486416,-37740595,61371018.97,11171293,-8961913,86628777.96
5/6/2017,24974625,24715615,105819518.4,21929305,21755264,105177540.3,18242168,18047272,103598969.7,6565516,6269236,106603647.3,86760399,86401840,104161668.2,24985105,-3444458,77694364.59,22126432,14084804,98363652.38,24109872,15065763,97686722.01,6486416,-37740595,61371018.97,11171293,-8961913,86628777.96
5/7/2017,24974625,24715615,105819518.4,21929305,21755264,105177540.3,18242168,18047272,103598969.7,6565516,6269236,106603647.3,86760399,86401840,104161668.2,24985105,-3444458,77694364.59,22126432,14084804,98363652.38,24109872,15065763,97686722.01,6486416,-37740595,61371018.97,11171293,-8961913,86628777.96
5/8/2017,25388813,25129802,105978080.1,21993871,21819829,104988385,18392332,18197436,103555555,6932531,6636251,106610134.5,86661240,86302681,103797551.8,25399457,-3030107,77852987.26,22197641,14156012,98168335.64,24136156,15092048,97486354.54,6848972,-37378039,61377437.11,11276361,-8856845,86531727.55
5/9/2017,25753954,25494943,106345301.5,21999452,21825410,104994990,18462629,18267734,103619531.1,7184148,6887868,107279694.8,86609903,86251344,103681302.2,25764753,-2664810,78220354.62,22217664,14176035,98175326.28,24241529,15197420,97532701.51,7097528,-37129483,62038849.19,11297853,-8835353,86588548.79
5/10/2017,25628855,25369845,106540361.6,22188894,22014853,105428961.7,18518534,18323638,103913958.4,7143440,6847160,107873490.2,86894214,86535655,104277147.1,25639601,-2789962,78415510.65,22470772,14429143,98614443.61,24445096,15400987,97968807.23,7057310,-37169701,62625410.05,11246662,-8886544,86896842.74
5/11/2017,25764004,25504993,105906008.2,22188466,22014424,104817221.8,18734916,18540021,103464343.5,7759902,7463622,107769488.9,86664523,86305964,103774322.8,25774825,-2654738,77780894.9,22463740,14422111,97984903.34,24528558,15484449,97366276.66,7666259,-36560752,62522673.76,11231096,-8902110,86344234.7
5/12/2017,26052210,25793200,105489297.4,22250911,22076869,104220119.9,18965955,18771060,102948978.8,8281818,7985538,107452420.2,86634112,86275553,103513610,26063165,-2366399,77363995.87,22536431,14494803,97432313.11,24633681,15589573,96883897.22,8181828,-36045183,62209485.34,11137450,-8995756,85711313.66
5/13/2017,26052210,25793200,105489297.4,22250911,22076869,104220119.9,18965955,18771060,102948978.8,8281818,7985538,107452420.2,86634112,86275553,103513610,26063165,-2366399,77363995.87,22536431,14494803,97432313.11,24633681,15589573,96883897.22,8181828,-36045183,62209485.34,11137450,-8995756,85711313.66
5/14/2017,26052210,25793200,105489297.4,22250911,22076869,104220119.9,18965955,18771060,102948978.8,8281818,7985538,107452420.2,86634112,86275553,103513610,26063165,-2366399,77363995.87,22536431,14494803,97432313.11,24633681,15589573,96883897.22,8181828,-36045183,62209485.34,11137450,-8995756,85711313.66
5/15/2017,26143659,25884648,106366469.5,22386395,22212353,104930000,19063336,18868440,103686679.1,8307800,8011520,108318489.9,86869259,86510699,103932768.2,26154661,-2274902,78241544.73,22629537,14587908,98131476.02,24753214,15709105,97661566.3,8207494,-36019517,63065002.94,11242842,-8890363,86489141.64
5/16/2017,26349638,26090627,106149824.4,22485931,22311890,104853142.4,19300084,19105188,103676215,8712861,8416581,108180149,86402091,86043532,103344790.3,26360717,-2068847,78024785.28,22726949,14685321,98034046.25,24846045,15801937,97509531.87,8607627,-35619384,62928356.09,11322916,-8810289,86416024.9
5/17/2017,25983411,25724400,103602310.5,22246692,22072650,102683095.3,19093784,18898888,101268094.9,8510577,8214297,105173455.2,85427021,85068462,101918984.3,25994351,-2435212,75476197.36,22532852,14491223,95873830.33,24577042,15532933,95175840.53,8407784,-35819227,59958276.06,10853696,-9279510,84027985.23
5/18/2017,26162299,25903288,104065034.4,22316027,22141985,102849001.5,19246012,19051117,101510649.1,8568959,8272679,105898552.7,85602708,85244149,101903277.4,26173318,-2256245,75939105.04,22597793,14556164,96035326.6,24740501,15696392,95538231.37,8465464,-35761547,60674549.99,10827037,-9306169,84210666.63
5/19/2017,26688564,26429553,104995541.5,22403998,22229956,103720681.6,19339873,19144977,102043487.9,8693638,8397358,106223013.5,86308715,85950156,102836863.9,26699802,-1729761,76870008.85,22776299,14734670,96918923.05,24781244,15737136,96247457.77,8588625,-35638386,60995063.04,10715481,-9417724,84768832.02
5/20/2017,26688564,26429553,104995541.5,22403998,22229956,103720681.6,19339873,19144977,102043487.9,8693638,8397358,106223013.5,86308715,85950156,102836863.9,26699802,-1729761,76870008.85,22776299,14734670,96918923.05,24781244,15737136,96247457.77,8588625,-35638386,60995063.04,10715481,-9417724,84768832.02
5/21/2017,26688564,26429553,104995541.5,22403998,22229956,103720681.6,19339873,19144977,102043487.9,8693638,8397358,106223013.5,86308715,85950156,102836863.9,26699802,-1729761,76870008.85,22776299,14734670,96918923.05,24781244,15737136,96247457.77,8588625,-35638386,60995063.04,10715481,-9417724,84768832.02
5/22/2017,26885355,26626344,105445008,22621026,22446984,104269805.7,19427240,19232344,102511833.9,8898179,8601899,106569423.8,86588173,86229614,103123846.6,26896671,-1532892,77319658.18,22931585,14889957,97473168.63,24998794,15954685,96800857.09,8790685,-35436326,61337265.9,10820602,-9312604,85300306.81
